1	1	choroba	[choroba]	92.50970873786409	1	928	598	206
2	2	dziecko	[dziecko]	85.5390977443609	1	858	347	133
3	3	badanie	[badanie]	85.07397260273973	1	853	495	219
4	4	układ odpornościowy	[układ odpornościowy]	84.29166666666667	2	86	41	24
5	5	badanie prenatalny	[badanie prenatalne]	81.95	2	84	41	20
6	6	stan zapalny	[stan zapalny]	74.6896551724138	2	76	38	29
7	7	witamina	[witamina]	74.2818181818182	1	746	420	132
8	8	witamina D	[witamina D]	73.0	2	76	51	17
9	9	organizm	[organizm]	69.16635514018692	1	694	250	107
10	10	duży ilość	[większa ilość]	67.65853658536585	2	69	55	41
11	11	zawał serce	[zawał serca]	66.4	2	68	24	15
12	12	kwas tłuszczowy	[kwas tłuszczowy]	57.95238095238095	2	60	43	21
13	13	zespół Down	[zespół Downa]	56.142857142857146	2	58	13	7
14	14	lek	[lek]	50.208108108108114	1	504	284	148
15	15	skutek uboczny	[skutek uboczny]	49.8	2	51	30	25
16	16	osoba	[osoba]	49.55342465753425	1	498	180	73
17	17	olej kokosowy	[olej kokosowy]	47.8	2	49	6	5
18	18	klatka piersiowy	[klatka piersiowa]	46.8	2	48	12	10
19	19	przewód pokarmowy	[przewód pokarmowy]	46.5	2	48	18	12
20	20	wirusowy zapalenie wątroba typ	[wirusowe zapalenie wątroby typu]	46.0	4	24	1	1
21	21	poziom cholesterol	[poziom cholesterolu]	45.54545454545455	2	47	16	11
22	22	komórka nowotworowy	[komórka nowotworowa]	45.53846153846154	2	47	19	13
23	23	niedobór witamina	[niedobór witamin]	43.75	2	45	10	8
24	24	lekarz	[lekarz]	43.35571428571429	1	435	101	70
25	25	wysoki poziom	[wysoki poziom]	42.93333333333333	2	45	31	15
26	26	szczepionka	[szczepionka]	42.82105263157895	1	430	170	95
27	27	choroba zakaźny	[choroba zakaźna]	42.46153846153846	2	44	20	13
28	28	krew	[krew]	42.40588235294118	1	427	200	68
29	29	poziom	[poziom]	42.026153846153846	1	423	356	130
30	30	naczynie krwionośny	[naczynie krwionośne]	41.6875	2	43	21	16
31	31	komórka	[komórka]	40.66764705882353	1	409	316	136
32	32	tydzień ciąża	[tydzień ciąży]	39.666666666666664	2	41	8	6
33	33	ryzyko	[ryzyko]	39.239849624060156	1	395	346	133
34	34	tkanka tłuszczowy	[tkanka tłuszczowa]	38.84	2	40	29	25
35	35	objaw	[objaw]	38.2064	1	384	242	125
36	36	stan zdrowie	[stan zdrowia]	38.07142857142857	2	40	27	14
37	37	masa ciało	[masa ciała]	37.375	2	39	26	16
38	38	życie	[życie]	37.16206896551724	1	374	138	58
39	39	wirusowy zapalenie wątroba	[wirusowe zapalenie wątroby]	36.85037814176688	3	30	27	4
40	40	ryzyko wystąpić	[ryzyko wystąpienia]	36.333333333333336	2	38	35	21
41	41	woda	[woda]	35.81521739130435	1	360	170	92
42	42	pacjent	[pacjent]	35.640845070422536	1	358	113	71
43	43	czas	[czas]	35.50972222222222	1	357	137	72
44	44	układ krążenie	[układ krążenia]	35.5	2	39	28	8
45	45	dieta	[dieta]	34.89883720930233	1	351	173	86
46	46	antybiotyk	[antybiotyk]	34.62463768115942	1	348	121	69
47	47	wirus	[wirus]	34.550000000000004	1	348	155	62
48	48	szczepienie	[szczepienie]	34.4	1	346	166	83
49	49	układ nerwowy	[układ nerwowy]	33.6	2	36	24	10
50	50	składnik odżywczy	[składnik odżywczy]	33.4375	2	35	25	16
51	51	rak	[rak]	32.90821917808219	1	332	213	73
52	52	człowiek	[człowiek]	32.790140845070425	1	330	149	71
53	53	zdrowie	[zdrowie]	32.72898550724638	1	330	187	69
54	54	błona śluzowy	[błona śluzowa]	32.6	2	34	21	15
55	55	kwas foliowy	[kwas foliowy]	31.6	2	33	7	5
56	56	kobieta	[kobieta]	31.52553191489362	1	317	82	47
57	57	układ	[układ]	31.282105263157895	1	316	302	95
58	58	poziom cukier	[poziom cukru]	31.0	2	32	8	8
59	59	witamina C	[witamina C]	30.857142857142858	2	32	8	7
60	60	ilość	[ilość]	30.83225806451613	1	310	260	155
61	61	stan	[stan]	30.785981308411216	1	310	229	107
62	62	choroba nowotworowy	[choroba nowotworowa]	30.77777777777778	2	32	11	9
63	63	flora bakteryjny	[flora bakteryjna]	30.333333333333332	2	32	25	15
64	64	system odpornościowy	[system odpornościowy]	30.272727272727273	2	32	19	11
65	65	leczenie	[leczenie]	30.08484848484849	1	303	213	99
66	66	ból głowa	[ból głowy]	30.0	2	31	3	3
67	67	wirusowy zapalenie	[wirusowe zapalenie]	29.75	2	34	34	8
68	68	przypadek	[przypadek]	29.318947368421057	1	295	172	95
69	69	ciąża	[ciąża]	28.930612244897958	1	292	132	49
70	70	komórka rakowy	[komórka rakowa]	28.77777777777778	2	30	11	9
71	71	wolny rodnik	[wolny rodnik]	28.666666666666668	2	30	16	12
72	72	cesarski cięcie	[cesarskie cięcie]	28.4	2	30	8	5
73	73	układ immunologiczny	[układ immunologiczny]	27.933333333333334	2	29	16	15
74	74	działanie niepożądany	[działanie niepożądane]	27.916666666666668	2	29	13	12
75	75	mały dziecko	[małe dziecko]	27.857142857142858	2	29	8	7
76	76	witamina c	[witamina C]	27.58823529411765	2	29	24	17
77	77	grypa	[grypa]	27.455000000000002	1	277	49	20
78	78	zapalenie	[zapalenie]	27.191764705882356	1	275	262	85
79	79	wada genetyczny	[wada genetyczna]	26.875	2	28	9	8
80	80	mięsień sercowy	[mięsień sercowy]	26.8	2	29	22	10
81	81	choroba układ krążenie	[choroba układu krążenia]	26.627370012115428	3	18	6	5
